subject,group,window,fit_valid,candidate_peak_hz,individualized_log_ratio
sub-047,C,last60,True,10.667966499624086,0.44510433077812195
sub-048,C,first60,True,9.482713388507179,1.2081868648529053
sub-048,C,middle60,True,9.74338925657082,0.7238374352455139
sub-048,C,last60,True,9.387790033585883,1.087924599647522
sub-049,C,first60,True,9.593976603810372,1.5800343751907349
sub-049,C,middle60,True,9.795010254338369,1.5084266662597656
sub-049,C,last60,True,10.31176570708646,1.5732089281082153
sub-050,C,first60,True,9.710071646756786,0.845777153968811
sub-050,C,middle60,True,10.171635516219402,1.0569454431533813
sub-050,C,last60,True,9.91418554590812,0.5613951683044434
sub-051,C,first60,True,10.440038501667601,0.3626418113708496
sub-051,C,middle60,True,9.966377426048506,0.20356161892414093
sub-051,C,last60,True,9.475482917471643,0.2679748833179474
sub-052,C,first60,True,9.691899690009173,1.2749704122543335
sub-052,C,middle60,True,10.048409227315073,0.7855737805366516
sub-052,C,last60,True,10.353234440855235,0.04408961907029152
sub-053,C,first60,True,7.903104216546026,0.3440420925617218
sub-053,C,middle60,True,8.174911536116493,0.5645268559455872
sub-053,C,last60,True,8.112605530888708,0.4703702926635742
sub-054,C,first60,True,9.612625055372895,0.4492660462856293
sub-054,C,middle60,True,10.361510017484717,0.45125454664230347
sub-054,C,last60,True,10.099526722152927,0.5252066850662231
sub-055,C,first60,True,10.910231980450009,0.5540884733200073
sub-055,C,middle60,True,11.217687245348266,1.6142003536224365
sub-055,C,last60,True,10.512786128082318,0.9725338220596313
sub-056,C,first60,True,8.908649304176894,0.1575971394777298
sub-056,C,middle60,True,9.520782711549746,0.13143600523471832
sub-056,C,last60,True,8.984380744828401,0.6670480370521545
sub-057,C,first60,True,10.635516923587737,1.6600261926651
sub-057,C,middle60,True,11.34488100592716,1.2948793172836304
sub-057,C,last60,True,10.967292988209904,1.2425315380096436
sub-058,C,first60,True,9.280388742744622,0.38758477568626404
sub-058,C,middle60,True,8.9640348886828,0.3600442707538605
sub-058,C,last60,True,9.005213245819524,0.2114655077457428
sub-059,C,first60,True,5.301628416963646,0.022384479641914368
sub-059,C,middle60,True,10.173798611639027,0.32418292760849
sub-059,C,last60,True,10.300922936375626,0.11472629010677338
sub-060,C,first60,True,10.800420376930157,0.08768825232982635
sub-060,C,middle60,True,,
sub-060,C,last60,True,11.935501826689665,0.02669585309922695
sub-061,C,first60,True,9.880172041550772,0.4905547499656677
sub-061,C,middle60,True,10.076833905004833,0.7916115522384644
sub-061,C,last60,True,9.888259399942612,0.7743356823921204
sub-062,C,first60,True,9.029198214061381,1.408198356628418
sub-062,C,middle60,True,8.951434057805344,1.4618180990219116
sub-062,C,last60,True,9.105983589584165,0.9707531332969666
sub-063,C,first60,True,10.279956928222427,1.015075922012329
sub-063,C,middle60,True,9.756642258638198,0.6370378732681274
sub-063,C,last60,True,9.850112568836687,0.1663622409105301
sub-064,C,first60,True,9.309495138592087,1.369117259979248
sub-064,C,middle60,True,10.066972634391313,0.991409182548523
sub-064,C,last60,True,9.38072409606428,1.0051857233047485
sub-065,C,first60,True,10.550688333496517,0.3921787142753601
sub-065,C,middle60,True,10.588729795667934,0.8064498901367188
sub-065,C,last60,True,10.623335901911155,0.5950131416320801
sub-066,F,first60,True,8.527423154777233,0.18405698239803314
sub-066,F,middle60,True,7.856315338279185,0.35668620467185974
sub-066,F,last60,True,7.916073578371782,0.28796708583831787
sub-067,F,first60,True,11.916015951393325,0.029814522713422775
sub-067,F,middle60,True,11.468750391048856,-0.0294038113206625
sub-067,F,last60,True,12.034336934793222,-0.14025211334228516
sub-068,F,first60,True,10.791557346494148,0.3516820967197418
sub-068,F,middle60,True,8.683921009417386,0.5788928270339966
sub-068,F,last60,True,8.825618255892586,0.3901369273662567
sub-069,F,first60,True,8.232343592434765,0.7298449873924255
sub-069,F,middle60,True,8.632203859426308,0.5663858652114868
sub-069,F,last60,True,8.605135532057876,0.6016589999198914
sub-070,F,first60,True,13.42210713051523,0.12118515372276306
sub-070,F,middle60,True,,
sub-070,F,last60,True,13.12964873137934,0.1447719931602478
sub-071,F,first60,True,9.789136241953553,0.07199884206056595
sub-071,F,middle60,True,9.165280741631328,0.4226298928260803
sub-071,F,last60,True,9.418496621610966,0.07789941877126694
sub-072,F,first60,True,7.289391144790352,0.16144117712974548
sub-072,F,middle60,True,6.874999999999999,-0.01870323345065117
sub-072,F,last60,True,7.112060938575705,0.09604101628065109
sub-073,F,first60,True,9.454551671956391,0.4182111322879791
sub-073,F,middle60,True,9.93093928640341,0.4803641438484192
sub-073,F,last60,True,9.265647064856026,0.18099600076675415
sub-074,F,first60,True,8.847788520451967,0.33457082509994507
sub-074,F,middle60,True,10.019597625682243,0.6148593425750732
sub-074,F,last60,True,9.751477968515982,0.28324413299560547
sub-075,F,first60,True,10.04660757709948,0.9160643815994263
sub-075,F,middle60,True,10.693667491407057,1.2362385988235474
sub-075,F,last60,True,10.942853339767082,1.1738996505737305
sub-076,F,first60,True,8.013573476051112,0.1097947210073471
sub-076,F,middle60,True,,
sub-076,F,last60,True,,
sub-077,F,first60,True,8.487770562090205,0.026458466425538063
sub-077,F,middle60,True,10.83129250900755,0.21969476342201233
sub-077,F,last60,True,10.712224234578853,-0.01674194447696209
sub-078,F,first60,True,13.750000000000002,-0.2748798727989197
sub-078,F,middle60,True,9.457873434133036,-0.06636106222867966
sub-078,F,last60,True,10.519878729661963,-0.08697943389415741
sub-079,F,first60,True,10.190265635899587,0.8312913179397583
sub-079,F,middle60,True,10.720827025048406,1.3155087232589722
sub-079,F,last60,True,9.431586634679494,0.04462536796927452
sub-080,F,first60,True,9.388799892785979,1.6124672889709473
sub-080,F,middle60,True,9.759734637978557,1.6917407512664795
sub-080,F,last60,True,9.743835020865047,1.6487107276916504
sub-081,F,first60,True,10.698809311496198,0.14623452723026276
sub-081,F,middle60,True,10.794017086289733,0.3752579391002655
sub-081,F,last60,True,8.253412529090987,0.005010192282497883
sub-082,F,first60,True,9.051991783676565,0.6607778072357178
sub-082,F,middle60,True,9.433641198268829,0.6783318519592285
sub-082,F,last60,True,11.412636862689167,0.3661998510360718
sub-083,F,first60,True,7.172531223894818,-0.056083932518959045
sub-083,F,middle60,True,,
sub-083,F,last60,True,12.424792245563077,-0.03221789374947548
sub-084,F,first60,True,13.669493429619921,0.3360949158668518
sub-084,F,middle60,True,7.290190253899379,-0.011195450089871883
sub-084,F,last60,True,6.905486700573846,0.062363505363464355
sub-085,F,first60,True,,
sub-085,F,middle60,True,,
sub-085,F,last60,True,5.515661305226811,-0.07093770056962967
sub-086,F,first60,True,10.2173152142462,0.4359426200389862
sub-086,F,middle60,True,11.143399366152362,0.5888874530792236
sub-086,F,last60,True,10.83827610203958,0.2403576821088791
sub-087,F,first60,True,11.003921590180251,0.23534488677978516
sub-087,F,middle60,True,11.169540284609905,0.26433172821998596
sub-087,F,last60,True,10.58756474200387,0.2263096123933792
sub-088,F,first60,True,9.54943432454267,0.38402798771858215
sub-088,F,middle60,True,9.828171197953278,0.6782819032669067
sub-088,F,last60,True,10.137699084067131,0.39954566955566406
